method,seed,sample_index,masked_cross_entropy,masked_token_accuracy,sequence_reconstruction_accuracy,reference_token_agreement,kl_divergence_from_reference,final_logit_mse,predicted_gronwall_objective_p2,average_bit_width,total_bit_budget,theoretical_activation_memory_ratio,wall_clock_latency_seconds_per_sample,peak_memory_bytes_reference_only,actual_reference_dtype
uniform_6bit,11,5,3.7316250954904864,0.22580645161290322,0.0,1.0,1.854578694028239e-05,3.938199933468094e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,11,6,3.7329518102830455,0.16129032258064516,0.0,1.0,1.8263536114846508e-05,3.994864621950734e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,11,7,3.409851135746125,0.2903225806451613,0.0,1.0,1.798164580137499e-05,4.0929895007021485e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,0,3.655473893688571,0.1935483870967742,0.0,1.0,1.9817057275964367e-05,4.176191765920169e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,1,3.6374692301596365,0.1935483870967742,0.0,1.0,1.8566471314237965e-05,3.954009228055516e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,2,3.6227278555593183,0.1935483870967742,0.0,1.0,1.8916588516965988e-05,3.959902049598074e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,3,3.6140509882280902,0.16129032258064516,0.0,1.0,1.8296688194236447e-05,4.104873885573339e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,4,3.735199374537314,0.22580645161290322,0.0,1.0,1.7881768965913403e-05,3.906955093806309e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,5,3.6766258055163967,0.16129032258064516,0.0,1.0,1.798815003806545e-05,3.9091324593286e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,6,3.5406514137021956,0.22580645161290322,0.0,1.0,1.9567823337931786e-05,4.136804284738197e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,17,7,3.46124449083882,0.1935483870967742,0.0,1.0,1.9076160125194057e-05,4.063511521728229e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,0,3.494362554242534,0.1935483870967742,0.0,1.0,1.852212834262079e-05,4.032601962887472e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,1,3.7973972135974514,0.12903225806451613,0.0,1.0,1.94161829929198e-05,4.142507978324448e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,2,3.731708034392326,0.12903225806451613,0.0,1.0,1.93059865024782e-05,4.1534242148871625e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,3,3.639714517901021,0.1935483870967742,0.0,1.0,1.793339728347717e-05,4.0513647799079695e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,4,3.5622388778194303,0.25806451612903225,0.0,1.0,1.8585052701734726e-05,3.9645334547986425e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,5,3.7473375258907193,0.16129032258064516,0.0,1.0,1.9857644914619385e-05,4.1466883210945994e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,6,3.7668413039176696,0.0967741935483871,0.0,1.0,1.871659450473324e-05,3.989341606821624e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,23,7,3.3352050473613124,0.3225806451612903,0.0,1.0,1.791289316550378e-05,3.951937293506137e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,31,0,3.8193991876417592,0.12903225806451613,0.0,1.0,1.851613483121318e-05,4.119294903977143e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,31,1,3.5736419923843874,0.25806451612903225,0.0,1.0,1.9202339312722607e-05,4.016895634835706e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,31,2,3.668061871682444,0.1935483870967742,0.0,1.0,1.7838537572853027e-05,4.0396662840184064e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,31,3,3.7958015011202906,0.0967741935483871,0.0,1.0,1.798559641165118e-05,4.031682516553349e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
